shader,cs3,cs4,cs5,GLARE_ENABLED,GLARE_MAP_ENABLED,EMISSION_MAPPING_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_ENANLED,ALPHA_TESTING_ENABLED,FAR_CLIP_BY_DITHER_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_ENANLED,NOTHING_ENABLED,MULTI_UV_GLARE_MAP_ENABLED,SPECULAR_ENABLED,ALPHA_BLENDING_ENABLED,WATER_SURFACE_ENABLED,NO_MAIN_LIGHT_SHADING_ENABLED,NORMAL_MAPPING_ENABLED,RECEIVE_SHADOWS_VITA,SPECULAR_MAPPING_ENABLED,FOR_SHADOW,CUBE_MAPPING_ENABLED,SUBTRACT_BLENDING_ENABLED,SPECULAR_COLOR_ENABLED,RIM_LIGHTING_ENABLED,SKINNING_ENABLED,MULTI_UV_ENANLED,NO_SSAO,BLEND_VERTEX_COLOR_BY_ALPHA_ENABLED,MULTI_UV2_ENANLED,WINDY_GRASS_TEXV_WEIGHT_ENABLED,MULTI_UV_SPECULAR_MAPPING_ENABLED,FAKE_CONSTANT_SPECULAR_ENABLED,RIM_TRANSPARENCY_ENABLED,DUDV_MAPPING_ENABLED,MULTIPLICATIVE_BLENDING_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_EX_ENANLED,NO_ALL_LIGHTING_ENABLED,MULTI_UV2_ADDITIVE_BLENDING_ENANLED,PROJECTION_MAP_ENABLED,TRANSPARENT_DELAY_ENABLED,CASTS_SHADOWS,MULTI_UV_NORMAL_MAPPING_ENABLED,DOUBLE_SIDED,MULTI_UV2_MULTIPLICATIVE_BLENDING_EX_ENANLED,VERTEX_COLOR_ENABLED,SPHERE_MAPPING_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_LM_ENANLED,WINDY_GRASS_ENABLED,HALF_LAMBERT_LIGHTING_ENABLED,FOR_EFFECT,NO_DYNAMIC_LIGHT,FOG_RATIO_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_LM_ENANLED,FOG_ENABLED,MULTI_UV_ADDITIVE_BLENDING_ENANLED,CASTS_SHADOWS_VITA,ADDITIVE_BLENDING_ENABLED,SHADOW_COLOR_SHIFT_ENABLED,RECEIVE_SHADOWS
ed8_map.fx#9F51BFEC97FE9DF16EBAC4C92ACFEE22,None,None,O_E31EVT30B.pkg,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ed8_map.fx#9F557A6CA48B5F894883D67E32F33386,M_R3600.pkg,M_R3600.pkg,M_R3600.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0
ed8_map.fx#9F69F6951B710458D29A9046EFA05838,M_M3420.pkg,M_R2800.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#9F6C5119F020EB0A883EE6CACD86E328,None,O_C12OBJ53.pkg,O_C12OBJ53.pkg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_map.fx#9F706C08A02C6305C7EBCD44C325BE77,O_S00EVT10.pkg,O_S00EVT10.pkg,O_S00EVT11.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#9F71EF928B579A1A68ABB7FC0A5EC757,None,O_S62KAG29.pkg,O_S62KAG29.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#9F81ADD060652BED75FDB108C90A1B5D,None,O_S63KAG01.pkg,O_S63KAG01.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#9F8C65A335BBC39FD5D1FFE29E2B2E81,M_T1020.pkg,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_map.fx#9F8EFF1FA63BC6C65D9985756639EBED,None,O_F46OBJ00.pkg,M_D7090.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#9FAEEFC2EB13ED4E5FE74AD778367B8A,M_T1000.pkg,M_T1000.pkg,M_T1000.pkg,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#9FB1A9118B245E5C10D8EAD05A6E9176,M_A0301.pkg,M_A0301.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#9FC8BDBB412789F7A52A9774FDBD8F2F,None,O_T50LIG04.pkg,O_T50LIG04.pkg,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#9FDDFC59FDF0DA33D58153C9387D2DF6,M_A0416.pkg,M_A0416.pkg,M_C3600.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#9FDF2784643862B19206F0506383113D,M_T9210.pkg,M_T9210.pkg,O_C02OBJ01.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#9FE52ADEF86EC47E2EC272DA6B93608D,None,O_F42OBJ03.pkg,O_F42OBJ03.pkg,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A006120C88C264C426D30B0628AF74C1,O_S50OBJ10.pkg,O_S50OBJ10.pkg,O_S50OBJ10.pkg,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A009C6B17194E34119AEA740F2879381,M_T3020.pkg,O_C24OBJ01.pkg,O_C24OBJ01.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
ed8_map.fx#A0387878572D35287901E648B793403E,O_T12PLT02.pkg,O_T12PLT02.pkg,O_T12PLT02.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A04A1058DA2E1D7CDED04C5E6E7CF7DC,None,None,O_D80EVT04.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
ed8_map.fx#A056490470BB3DFC26BE8ED7C13D00D8,None,O_C12OBJ03B.pkg,O_C12OBJ03B.pkg,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A059B4E7F0F6AF645331A2E288946541,M_C1020.pkg,M_M8000.pkg,M_M8110.pkg,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A06631EA0F2635862DB24952B2FFC072,None,O_M60OBJ10.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A07269B373169CE0E0D0D2EB8B44701B,None,M_T6000.pkg,M_T6000.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A082457441FF94273EF2EB762D576822,M_C0240.pkg,M_C0240.pkg,M_C0240.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A08A8E439B5C391D22C02D72B8964A72,None,M_C1250.pkg,M_C1250.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A0909CD7FAE7AF6ED0ADEC53305AC4F2,None,None,M_D4010.pkg,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ed8_map.fx#A0A12C3ABA2E639ACC54C9C7779D946B,M_T9210.pkg,M_T9210.pkg,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A0A86B451C1BEBCB1E687BA0F40C518D,O_T02EVT10.pkg,O_T02EVT10.pkg,O_T02EVT10.pkg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A0C14DDA9480BD8B7BC2E4489C0B3679,M_C3600.pkg,None,M_C3600.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A0C925DDBADE52F7F1FB6500B5DC3C4C,M_V0010.pkg,None,None,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A0D8ED94F16ABA0EE85C8F5B53332AF6,None,None,O_W04LIG02.pkg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ed8_map.fx#A11526F22C84AC39AB66A446B4388319,None,O_F40DOR00.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A12D2B274F1D5B6F80D37E5BAFC853D8,None,M_T8000.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A13F02976FDFB72EBC44D04DF6C4E705,None,M_M5520.pkg,None,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A17433A002F29538F71C2D7A27527255,None,M_F5000.pkg,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A19FEC2D82C644E1CD8D8B24F9C1DFC4,None,O_M22SWT01.pkg,O_M22SWT01.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#A1A677EA566B9FDB2D72E1A30AC7DE51,O_V00TRN02.pkg,O_V00TRN00.pkg,O_V00TRN01.pkg,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_map.fx#A1BB607DCD2F3F8F94BE916C5E7CAF09,None,None,O_W14PLT00.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A1D6F33E82F867F5097506D5EB17A1FD,None,O_T32HOU07.pkg,None,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A1DBADFCDF492FAAF2AD211BB6DD51D9,M_C0610.pkg,M_T0040.pkg,M_C2610.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A1E8092E5A4CDB6FBE02BCF5AEA9B60A,None,O_F40LIG54.pkg,O_F40LIG54.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#A207206BC7A49B7B9363F9020BD53CC0,None,O_C12OBJ00Q.pkg,O_C12OBJ00Q.pkg,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A20C1E6ADE548A0A85F65BF0948869D8,None,None,M_C0100.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A20E282C3C94E76EE415B310270FD61D,M_F0010.pkg,M_M8000.pkg,M_H2600.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A212EFBA7A2199892572F49AB99BC2EE,M_C0000.pkg,M_C0000.pkg,M_C0000.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A21F4066D47BEED9D017CCE630A93223,None,None,O_D20OBJ09.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ed8_map.fx#A23ACA247DA57F4A1C5AB99A616CE305,O_T02OBJ93.pkg,O_T02OBJ93.pkg,O_T02OBJ93.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A24210F735AEFB1D7AB5D01B92CF06F3,M_T4010.pkg,M_T4010.pkg,None,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A25E02CA895BCB6602193E8E542E7E06,M_T0250.pkg,M_T0250.pkg,M_T0250.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A2785DD0FA1658FDE426A48F472DC58F,None,O_F44OBJ01B.pkg,O_F44OBJ01B.pkg,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A2829EC01FEB8D04EF0F2D4D622B6BF5,M_C3610.pkg,M_C3610.pkg,M_D0000.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
ed8_map.fx#A2BCC2F86E8F23E654B1681A5D705397,M_M3490.pkg,M_M4000.pkg,M_M4040.pkg,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A2C0A6C80337FB961FDAB6B7F7E2F413,M_C1030.pkg,M_C1030.pkg,M_T1410.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A2C2A909369813D9FEE86EDAB16F97CD,O_C00PLT00.pkg,O_S61PLT08.pkg,O_C40OBJ01.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A2DD004BA482542575679275789F9A6A,M_C0210.pkg,M_C0210.pkg,M_C0210.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A2ECE47A5E27FC1CFEB3867B99990C57,M_T0120.pkg,M_T0120.pkg,None,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A2F7C8D33795C5910D863B14815A235D,O_T40LIG05.pkg,M_T2060.pkg,O_S61KAG56H.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A3058B84ADC35B0812A46BCDDA20BE74,M_M3490.pkg,O_T35OBJ02.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A314251A8078DEBD161134C56F727962,M_A0303.pkg,M_A0303.pkg,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A3183EA4357008B3BB8CDBC7872D550C,M_A0504.pkg,M_A0505.pkg,M_A0505.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A31ACF4F8C49EBF786EA46DD2B01AD73,None,O_F40LIG02.pkg,O_F40LIG02.pkg,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
ed8_map.fx#A3245BD8030E8EF1FA98C6CE18641792,None,None,M_C4200.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ed8_map.fx#A32E01E95CEB8028E7E8AB4C0443FEB2,None,None,M_R6000VR.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A3350E1980866E94A150C4F0D2CDA3D4,None,None,M_C4010.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A337FEFD4223123316A88B858DBBB4F2,M_A0304.pkg,M_A0304.pkg,M_A0304.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A338B104D0A351AB027B88F35FB3BD57,None,M_F4010.pkg,M_F4010.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
ed8_map.fx#A341B7AA708FE2929420AB74DCF8D706,M_T9010.pkg,M_T9010.pkg,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A348CD62EC2DE05C6832D0E1F1BAFD9E,M_F1010.pkg,None,None,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ed8_map.fx#A35C354A2032FDA3449838ED100BC014,None,O_F30OBJ00.pkg,O_F30OBJ00.pkg,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A36635C54400BC150F7F5D37C0789160,None,O_S61KMO39.pkg,O_E10EVT28.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A37BAF9FFE235A0F321D7EFD02B41C9C,None,O_F40LIG01.pkg,O_F40LIG01.pkg,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A37BD0B3445FD235652F7F59E3798A44,M_T0010.pkg,M_T0010.pkg,M_T0010.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A37ED727348077C50C69479FB0073591,None,O_S50KMO37.pkg,O_S50KMO37.pkg,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
ed8_map.fx#A3856CEEB6AFAA38A469C2322DBBBE79,M_A0504.pkg,M_A0510.pkg,M_A0510.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_map.fx#A3AA5E3A8160D2C956FC1E3687D30E3C,None,M_M9050.pkg,None,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
