shader,cs3,cs4,cs5,SPECULAR_COLOR_ENABLED,MULTI_UV2_SPECULAR_MAPPING_ENABLED,USE_OUTLINE_COLOR,TRANSPARENT_DELAY_ENABLED,FORCE_CHAR_LIGHT_DIRECTION_ENABLED,RECEIVE_SHADOWS,SPECULAR_MAPPING_ENABLED,MULTIPLICATIVE_BLENDING_ENABLED,NORMAL_MAPP_DXT5_NM_ENABLED,MULTI_UV_ENANLED,RIM_LIGHTING_ENABLED,ALPHA_BLENDING_ENABLED,MULTI_UV_FACE_ENANLED,ALPHA_TESTING_ENABLED,DUDV_MAPPING_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_ENANLED,GLARE_ENABLED,SHADOW_COLOR_SHIFT_ENABLED,ADDITIVE_BLENDING_ENABLED,DOUBLE_SIDED,SUBTRACT_BLENDING_ENABLED,NORMAL_MAPPING_ENABLED,SKINNING_ENABLED,USE_OUTLINE,MULTI_UV_MULTIPLICATIVE_BLENDING_EX_ENANLED,NO_MAIN_LIGHT_SHADING_ENABLED,CUBE_MAPPING_ENABLED,GLARE_MAP_ENABLED,MULTI_UV_ADDITIVE_BLENDING_ENANLED,MULTI_UV_MULTIPLICATIVE_BLENDING_ENANLED,SPHERE_MAPPING_HAIRCUTICLE_ENABLED,SPECULAR_ENABLED,MULTI_UV2_ENANLED,NO_ALL_LIGHTING_ENABLED,MULTI_UV_SPECULAR_MAPPING_ENABLED,FOR_SHADOW,FOG_ENABLED,CARTOON_SHADING_ENABLED,VERTEX_COLOR_ENABLED,MULTI_UV_GLARE_MAP_ENABLED,PER_MATERIAL_MAIN_LIGHT_CLAMP_ENABLED,MULTI_UV_NORMAL_MAPPING_ENABLED,MULTI_UV_NO_DIFFUSE_MAPPING_ENANLED,MULTI_UV2_ADDITIVE_BLENDING_ENANLED,EMISSION_MAPPING_ENABLED,CASTS_SHADOWS,RIM_TRANSPARENCY_ENABLED,SPHERE_MAPPING_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_EX_ENANLED,PORTRAIT_GLASS_FIX,FOR_EFFECT
ed8_chr.fx#6F0FAB1CF95CC4842570799C4933FF16,C_CHR076.pkg,C_CHR198_C01.pkg,C_CHR198.pkg,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#6F17C8690A3F5EEBFD924EF4FF2F67C5,None,C_ROB004.pkg,None,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0
ed8_chr.fx#6F54BFCB823B63E464BCA285C4B0D8E4,C_MON028.pkg,C_MON017.pkg,C_MON028.pkg,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#6F601D3BCE3EF990B8DE29F01884AAB5,C_CHR621.pkg,C_CHR621.pkg,C_CHR621.pkg,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#6F90CE5BBFAC98E68BF2D7E9519461F4,C_EQU030.pkg,C_EQU156.pkg,C_EQU156.pkg,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#6F9C7FD0E1AD3C88F42838AC5D4E6858,E_EF0O055.pkg,E_EF0O055.pkg,E_EF0O055.pkg,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
ed8_chr.fx#6FA2F782D25AADF90AD4DB423215E9BE,None,C_MON142_C02.pkg,C_MON142_C02.pkg,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#6FAD2CD278213582F22F18FD57DDB1B3,C_MON300_C00.pkg,C_MON300_C01.pkg,C_MON300_C01.pkg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#6FE36A257919A2AFEF2DFDEEF088807F,C_EQU204.pkg,C_EQU203.pkg,None,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#700EB42C79F48C260E3C719E622B96D2,None,None,E_EF1O054.pkg,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#70383B1F055B497FED41D254E2A3F060,None,C_CHR001_C65.pkg,C_CHR001_C65.pkg,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#704882A439ED73AD6357995A49BF11EC,C_MON451_C00.pkg,C_MON451_C00.pkg,C_MON451_C00.pkg,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
ed8_chr.fx#704AE0D2AA8549B398FC43B2D21BDBCB,E_EF4O000.pkg,E_EF4O000.pkg,E_EF4O000.pkg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ed8_chr.fx#7067B1FB68479782024A72179F158EA4,None,C_ROB005.pkg,C_ROB005_C00.pkg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
ed8_chr.fx#7070B302F45B926C14937B8E57602179,None,None,C_ROB000_C14.pkg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
ed8_chr.fx#708FF2E56FE7F2B60EDDA9346F1D06B7,C_CHR000_C01.pkg,C_CHR000.pkg,C_CHR000.pkg,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#70B5E1D32C6CC4A127E7E3F8BC48AD7D,None,C_ROB000_C02.pkg,C_ROB000_C12.pkg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
ed8_chr.fx#70BDACC428582EA2724D5FC5708FA6AD,None,C_MON155.pkg,C_MON155.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#70C1C7DC522BB6064C8BC863E97582AD,C_CHR980.pkg,C_CHR980.pkg,C_CHR980.pkg,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#70DD190DC7FC63F9F82B1E298D4A78C3,None,C_MON011_C01.pkg,C_MON011_C01.pkg,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7108995D5D74E703030834D7E80D385D,None,C_ROB001.pkg,C_ROB001.pkg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0
ed8_chr.fx#711C327733AA002872DBB43EDC28381B,C_CHR007.pkg,C_CHR009.pkg,C_CHR009.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#71237BF54E4592ED14F1ED5DBE18EA12,C_EQU082_L.pkg,C_MON304.pkg,C_MON304.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7126C5B4C875E73CFCAD291532D80E96,None,C_MON126_C02.pkg,C_MON126_C02.pkg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#714B6FD2E2705285B41CF0ABFB264BDF,C_EQU200_C00.pkg,C_EQU200_C00.pkg,C_EQU200_C01.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#716330CC850358C2765AFD38EBDA6A70,None,O_E07EVT31.pkg,O_E07EVT31.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#71785ED16C2493A1515A9F4CA7324850,C_ROB014.pkg,C_ROB014.pkg,C_ROB014.pkg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
ed8_chr.fx#71A34BFE9FD0EBB9C9FCA72390849579,None,C_MON355_C01.pkg,C_MON355_C01.pkg,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ed8_chr.fx#721BEEFF518223CEC60D2C41EECA8238,C_ROB022.pkg,C_ROB022.pkg,C_ROB022.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0
ed8_chr.fx#725BB099CC58CF80B8E7C463A0BC16EA,None,C_CHR017_C64.pkg,C_CHR017_C64.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#725D5C3D04AF58DF66E44C26E63F5729,None,C_MON018_C01.pkg,C_MON018_C01.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7263B1513746C6F24DDD95462E0D5814,C_MON451.pkg,C_MON451.pkg,C_MON451.pkg,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
ed8_chr.fx#727CA610B21AF7556C184B9A94D31018,None,C_MON110.pkg,C_MON110.pkg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7283BAEB3D57C92AF9D72A027A6C80A6,None,C_MON291.pkg,C_MON291.pkg,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#7290AC8088C838B012854A440EDB3968,None,None,C_MON173.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#72BA0A31F8902D0B2CE46729542687BB,C_CHR018_C00.pkg,C_CHR018_C00.pkg,C_CHR078_C70.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#72DC9892A7405C98885BF20E6DB4F01D,C_ROB010_C97.pkg,C_ROB010_C97.pkg,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#731D6A2942580ECCB91BBD6AB34F4539,None,C_EQU522.pkg,C_EQU522.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#7326955217DFACFBA79BD0E8F5A4F9A9,C_MON088.pkg,C_MON088.pkg,C_MON088_C00.pkg,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7327F0CF6916C6259BA101A1FCF4AC43,C_CHR013_C03.pkg,C_CHR072.pkg,C_CHR611.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#7339F087929F21296854437F91FF85D7,None,None,C_CHR003_C70.pkg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#7382B3287EA1AC8AE4D8731701BD1FF9,None,E_EFCO006.pkg,E_EFCO006.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1
ed8_chr.fx#7388A000F200B1910AF4DC95AB3B3D1E,None,None,E_EFOO001.pkg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ed8_chr.fx#7389DE89CB81E48EEEE8934823FE52F9,C_CHR331.pkg,C_CHR009.pkg,C_CHR009.pkg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#73B3297471C1B812CD5B7FAC28A62134,C_CHR800.pkg,None,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#73CBD0E026BE193C34975E66683BC4A8,C_CHR020.pkg,C_CHR019.pkg,C_CHR000_CMG16.pkg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#73CC935BA3CF2E84C85F1BA48CAC6109,None,C_CHR195.pkg,C_CHR195.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0
ed8_chr.fx#73CFD74CCC46D5A7E3E5E842C4C5739B,C_CHR034_C00.pkg,C_CHR034_C00.pkg,C_CHR034_C00.pkg,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#73F74CB3DE92BAE86EBB27B0B37E2174,None,C_MON460.pkg,C_CHR015_CMG16.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#740BEAAA6556C7A2DC0985B20AEF5FDA,O_M14EVT01.pkg,None,None,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#740FEE31991321414879449A95CED2E9,None,C_EQU520.pkg,C_EQU520.pkg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#74284821DAE6A6221B0A6DB3995C1654,C_CHR015_C06.pkg,C_CHR015_C06.pkg,C_CHR103_C01.pkg,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#744AD8621DC60B61ED81C65C61307F14,E_EF0O029.pkg,E_EF0O029.pkg,E_EF0O029.pkg,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
ed8_chr.fx#744B5196A4E6F5DDA7A7D83464EA24BA,C_EQU225_L.pkg,C_EQU225_L.pkg,C_EQU232.pkg,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#7456CB5413CF84456D6D1D09A2B8D9E1,C_CHR605.pkg,C_CHR605.pkg,C_CHR015_CMG16.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#745A71D27DD1F82B6B7A21F1F6719C31,C_CHR018.pkg,C_CHR018_C01.pkg,C_CHR050.pkg,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#746CF3D9D2CC38CA874659F122437432,C_MON070.pkg,C_MON070_C00.pkg,C_MON020_C02.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#7473FE8618117D522CBB336033C3FC2B,None,None,C_EQU1110.pkg,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#74806041A2C40B77DF94F4FF8026D9BE,None,C_MON110_C00.pkg,C_MON110_C00.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#74A286762D4A899F0AD4807A27081557,C_ROB020.pkg,C_ROB020.pkg,C_ROB020.pkg,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
ed8_chr.fx#74B456760516A1B6C8A551713DB55AD1,None,C_MON150.pkg,C_MON150.pkg,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#74B50A48D6A1D958E77D6CA5D76AA1C3,None,C_MON312.pkg,C_MON312.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#74C10799BB1C1A3C2A6B842ED5BED808,C_MON350.pkg,C_MON350.pkg,C_MON350.pkg,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#74CBDE9BBACF797FC4861D16EE573E5D,C_CHR950_C00.pkg,C_CHR950_C00.pkg,None,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#74F85B2B2F860C0D87BBA66B28B1867C,None,None,C_EQU1135.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#74FF7A7009D3252B8818230FF21CE2B4,None,C_EQU091.pkg,C_EQU091.pkg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#7530A791C43ADC101FCE7373C48F1C1E,None,None,C_EQU526.pkg,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0
ed8_chr.fx#7535CC8CAAE69E144C8159641C12A92C,None,E_EFAO017.pkg,E_EFAO017.pkg,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ed8_chr.fx#753979BECEA993FE59E0DE666E349C98,None,None,E_EF5O998.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
ed8_chr.fx#753C7E2F77ED8859D3315E0403515B75,C_CHR018_C00.pkg,C_CHR018_C00.pkg,C_CHR046.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
ed8_chr.fx#7553BCAC4CD1E3B242D7A438D42F8BE1,None,C_MON309_C01.pkg,C_MON309_C01.pkg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7586A0AA0C6CCBBE89102ADBE1AF19CF,C_CHR074.pkg,C_EQU172.pkg,C_EQU172.pkg,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#759CBAC8A4FF392AE6D60E93E8FCE5EC,C_CHR011.pkg,C_CHR011.pkg,C_CHR001_C15.pkg,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#75FA31FA3BABA8A726168034A43578EE,C_MON076.pkg,C_MON076.pkg,C_EQU832.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#7625B3E63711768B61CCDB02EBB7C4E7,None,C_MON137.pkg,C_MON137.pkg,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
ed8_chr.fx#762C3112A5DDA057D9BB43371340FD30,None,C_EQU062.pkg,C_EQU062.pkg,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#765AA4886E55B90178F47622302D23F6,None,None,C_CHR378_C00.pkg,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#76A2800B3B9641E309D64ECDC0E4C010,C_CHR951.pkg,C_CHR951.pkg,C_CHR951.pkg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
ed8_chr.fx#76BD7BA88B585200F5E035F9D363A1DD,C_CHR375.pkg,C_CHR384.pkg,C_CHR198_C00.pkg,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
