shader,cs1,cs2,cs3,cs4,cs5,CASTS_SHADOWS_VITA,LIGHTING_ENABLED,NO_MAIN_LIGHT_SHADING_ENABLED,MULTI_UV_SPECULAR_MAPPING_ENABLED,NO_ALL_LIGHTING_ENABLED,CUBE_MAPPING_ENABLED,MULTI_UV_ENANLED,USE_OUTLINE_COLOR,MULTI_UV_FACE_ENANLED,SPHERE_MAPPING_HAIRCUTICLE_ENABLED,SKINNING_ENABLED,WATER_SURFACE_ENABLED,GLARE_HIGHTPASS_ENABLED,MULTI_UV_TEXCOORD_OFFSET_ENABLED,CASTS_SHADOWS_ONLY,DURANTE_FORCE_PORTRAIT_PASS,FORCE_NO_PER_VERTEX_LIGHTING,NO_SSAO,PORTRAIT_GLASS_FIX,NORMAL_MAPP_DXT5_LP_ENABLED,GENERATE_RELFECTION_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_ENANLED,MULTI_UV_OCCULUSION_MAPPING_ENABLED,FAKE_CONSTANT_SPECULAR_ENABLED,FAR_CLIP_BY_DITHER_ENABLED,MULTI_UV2_SPECULAR_MAPPING_ENABLED,MULTI_UV_NORMAL_MAPPING_ENABLED,NO_DYNAMIC_LIGHT,SUBTRACT_BLENDING_ENABLED,ALPHA_TESTING_ENABLED,WINDY_GRASS_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_EX_ENANLED,DUDV_MAPPING_ENABLED,EMISSION_MAPPING_ENABLED,TEXTURE_ENABLED,DOUBLE_SIDED,SHDOW_DOUBLE_SIDED,TRANSPARENT_DELAY_ENABLED,NOTHING_ENABLED,GLARE_MAP_ENABLED,NORMAL_MAPPING_ENABLED,PER_MATERIAL_MAIN_LIGHT_CLAMP_ENABLED,MULTI_UV2_TEXCOORD_OFFSET_ENABLED,FOG_ENABLED,USE_OUTLINE,MULTI_UV_SHADOW_ENANLED,MULTI_UV2_SHADOW_ENANLED,RIM_TRANSPARENCY_ENABLED,BLEND_VERTEX_COLOR_BY_ALPHA_ENABLED,HALF_LAMBERT_LIGHTING_ENABLED,ADDITIVE_BLENDING_ENABLED,TEXCOORD_OFFSET_ENABLED,SPHERE_MAPPING_ENABLED,RECEIVE_SHADOWS,CARTOON_SHADING_ENABLED,MULTI_UV_ADDITIVE_BLENDING_ENANLED,CARTOON_HILIGHT_ENABLED,UNDER_WATER_ONLY_ENABLED,MULTIPLEX_HEMISPHERE_AMBIENT_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_LM_ENANLED,SPECULAR_COLOR_ENABLED,RECEIVE_SHADOWS_VITA,GLARE_ENABLED,VERTEX_COLOR_ENABLED,FOR_SHADOW,SPECULAR_MAPPING_ENABLED,SHADOW_COLOR_SHIFT_ENABLED,FORCE_CHAR_LIGHT_DIRECTION_ENABLED,LOCAL_MATERIAL_ENABLED,RIM_LIGHTING_ENABLED,MULTI_UV2_ENANLED,GLARE_EMISSION_ENABLED,CASTS_SHADOWS,PER_PIXEL_SPECULAR_ENABLED,TWOPASS_ALPHA_BLENDING_ENABLED,WINDY_GRASS_TEXV_WEIGHT_ENABLED,MULTI_UV2_MULTIPLICATIVE_BLENDING_EX_ENANLED,UNDER_WATER_ENABLED,MULTI_UV_MULTIPLICATIVE_BLENDING_LM_ENANLED,MULTI_UV_MULTIPLICATIVE_BLENDING_ENANLED,MULTI_UV2_ADDITIVE_BLENDING_ENANLED,OCCULUSION_MAPPING_ENABLED,MULTI_UV_GLARE_MAP_ENABLED,ALPHA_BLENDING_ENABLED,MULTIPLICATIVE_BLENDING_ENABLED,SPECULAR_ENABLED,MULTI_UV_NO_DIFFUSE_MAPPING_ENANLED,EMVMAP_AS_IBL_ENABLED,HEMISPHERE_AMBIENT_ENABLED,FOR_EFFECT,NORMAL_MAPP_DXT5_NM_ENABLED,PROJECTION_MAP_ENABLED,FOG_RATIO_ENABLED,UVA_SCRIPT_ENABLED
ed8_chr.fx#A345717261B6CD087BC3075DDE7E4FB5,None,None,None,C_MON114.pkg,C_MON114.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A354E60B9FC3ED31C294041ED21DE0C3,None,None,C_CHR368.pkg,C_CHR368.pkg,C_CHR368.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A36411E7E22555C2737E23E99029A8A9,None,None,E_EF0O063.pkg,E_EF0O063.pkg,E_EF0O063.pkg,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ed8_chr.fx#A36A2B4F232F673C5D4F5946C240954E,None,None,C_CHR030_C00.pkg,C_CHR030_C00.pkg,C_CHR009_C04.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A37ED727348077C50C69479FB0073591,None,None,None,C_EQU917.pkg,C_EQU917.pkg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A38185D9732BF04B40DCD97C7054D269,None,None,None,C_CHR971.pkg,C_CHR971.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A39709A27CB280444260637831C93AE6,None,None,None,C_CHR415.pkg,C_CHR415.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A3AA0BB6D60C5056DAB92D097AC9AA97,None,None,None,C_EQU176.pkg,C_EQU176.pkg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A3B6DBF35A8F2FAD2BE5729C6DDF4A46,None,None,None,E_EFAO021.pkg,E_EFAO021.pkg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ed8_chr.fx#A3CE58D6C3E31DE971850CE62E0D8999,None,None,C_CHR011_C56.pkg,C_CHR021_C10.pkg,C_CHR001_C65.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A3E40C1C6B195E820121B9E4BCB0D5DF,None,None,None,O_E07EVT35.pkg,O_E07EVT35.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A3EFCE0C182610D702457E6580222D47,None,None,C_MON355.pkg,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A4076DC6B437CC7B06943E7FD863D2B1,None,None,I_3D_CALENDAR.pkg,I_3D_CALENDAR.pkg,I_3D_CALENDAR.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A4119BBC51D91BF03073F7B96C71E8D3,None,None,None,None,C_CHR107_C80.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A45A883D16AFE2428949506970A1469C,None,None,M_V4000.pkg,None,None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A46FD27C4A686E8BDC6FDA47CA4B9E92,None,None,None,C_MON123.pkg,C_MON123.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A4802713AB5D96B35F0D5CA0D9EB3631,None,None,None,E_EF5O001.pkg,E_EF5O001.pkg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ed8_chr.fx#A4AAC1486AF4E0A31E22D542E8209BA0,None,None,C_ROB012.pkg,C_ROB012.pkg,C_ROB012.pkg,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A4B2D0985597E11104D527E1B564617E,None,None,None,C_EQU813.pkg,C_EQU813.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A4BF6073796330828C6E71CA838C3405,None,None,E_EF0O007.pkg,E_EF0O007.pkg,E_EF0O007.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ed8_chr.fx#A4EFF4E96B3B8658A8F4C1B07D8B36EA,None,None,None,None,E_EF5O998.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ed8_chr.fx#A529E9B30841D221AB696B3673003CCF,None,None,None,None,C_MON020_C02.pkg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A54609A9173077EE821576BF2361AC30,None,None,C_MON037_C00.pkg,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A54FB68ACEC59E0777DCF451CFDA71F1,None,None,C_EQU005.pkg,C_EQU005.pkg,C_EQU005.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A5510819B0AA85B308455ABDAF728672,None,None,C_CHR220.pkg,C_CHR220.pkg,C_CHR220.pkg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A56DF02053956802F687DB854838A3C6,None,None,O_C20HOU00.pkg,O_C20HOU00.pkg,O_C20HOU00.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A57CAD774216BF28CE7B8A31A6B877EF,None,None,None,None,C_CHR015_C72.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A5928D66F72B7AED3CF4D3F23B06766D,None,None,C_CHR388.pkg,C_CHR221.pkg,C_CHR420.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A5A960E451682C566FD2B27413932537,None,None,None,C_MON054_C00.pkg,C_MON054_C00.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A5AA4C737951D0C63079964AFC2864FC,None,None,None,E_EF6O057.pkg,E_EF6O057.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ed8_chr.fx#A5AFB50260C7647FCD5811300B4F90A0,None,None,None,O_S00EVT76.pkg,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A5B5CE1FEB88DBA8636040D685B7EAE9,None,None,C_CHR615.pkg,C_CHR615.pkg,C_CHR615.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A5D0B9BDAE1169FC4249D63A4FBDB5FC,None,None,None,None,C_CHR506.pkg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A5EC46E00AB1156F7729FD6E1CF65C6A,None,None,C_CHR000_C01.pkg,C_CHR000.pkg,C_CHR000.pkg,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A5FD7DE6D03ED4F668906CF5E119B70B,None,None,None,C_MON460.pkg,C_MON460.pkg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A60D0CF1507BD21F481CEDCAE5342C04,None,None,C_CHR350.pkg,C_CHR350.pkg,C_CHR350.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A60DC8FD216860CE3B12AD6D53101DC0,None,None,None,C_MON133.pkg,C_MON133.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A61DC9982C9874E10393980FBE322BB3,None,None,None,E_EFCO008.pkg,E_EFCO008.pkg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
ed8_chr.fx#A6200047C28C0EC131B5CD5157629AC1,None,None,C_CHR653.pkg,C_CHR653.pkg,C_CHR653.pkg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A636299F5B2619D0EAE1D970BAE68AEC,None,None,None,C_CHR956_C00.pkg,C_CHR956.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ed8_chr.fx#A640A3AE86152C64CCB18F77E83ACB4E,None,None,None,C_CHR021_C10.pkg,C_CHR021_C10.pkg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A659F367C60F1E87772AF7161099C4ED,None,None,C_ROB000.pkg,C_ROB000.pkg,C_ROB007.pkg,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A66EE4553D9BCFAE313A3959092AB08A,None,None,E_EF1O028.pkg,E_EF1O028.pkg,E_EF1O028.pkg,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A69166361648969F3F09304D2FC38F3B,None,None,None,O_E07EVT36.pkg,O_E07EVT36.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A6942DF8FCA4824ED3AED92B9F6AE3E0,None,None,C_CHR058.pkg,C_CHR000_C10.pkg,C_CHR000_C10.pkg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed8_chr.fx#A69CBC2BC69A98109D1890FE5FF25BAD,None,None,None,E_EF6O053A.pkg,E_EF6O053A.pkg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
ed8_chr.fx#A6ADAB273A653ECCEDA4822ED6AA0D36,None,None,C_MON042.pkg,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
